text_len,mean_cer
30.0,8.658410476641128
31.304347826086957,9.582208619852821
32.608695652173914,10.383076335874613
33.91304347826087,11.204426716771305
35.21739130434783,12.000311339104869
36.52173913043478,12.75728695543836
37.82608695652174,13.521342142730667
39.130434782608695,14.365892377805327
40.434782608695656,15.153730690253974
41.73913043478261,15.886641931778833
43.04347826086956,16.73281113367926
44.34782608695652,16.53529531016656
45.65217391304348,16.70971662266695
46.95652173913044,16.876461798212972
48.26086956521739,16.708001495481568
49.565217391304344,16.564980529910013
50.869565217391305,16.55465540559025
52.173913043478265,16.678128244342652
53.47826086956522,16.411168591176065
54.78260869565217,16.33821803986343
56.08695652173913,16.36007007281019
57.391304347826086,16.374906668779662
58.69565217391305,16.407876455271044
60.0,16.474442311307776
61.30434782608695,16.601780691729523
62.608695652173914,16.78209072946632
63.91304347826087,16.792448290943167
65.21739130434783,16.97317120754803
66.52173913043478,17.044102935056248
67.82608695652175,17.170357442935167
69.13043478260869,17.268964693202946
70.43478260869566,17.467365795431252
71.73913043478261,17.48324297186962
73.04347826086956,17.65742417510296
74.34782608695653,17.69096745548857
75.65217391304347,17.85580936801135
76.95652173913044,17.92929865766437
78.26086956521739,17.84600088921679
79.56521739130434,18.121390771089494
80.86956521739131,18.40107419416468
82.17391304347827,18.62915760204168
83.47826086956522,18.679229002165
84.78260869565217,18.852149067369638
86.08695652173913,18.936797012805783
87.3913043478261,19.104028590360123
88.69565217391305,19.278452087569626
90.0,19.616824530363104
91.30434782608697,19.848914092185055
92.6086956521739,20.281878579589716
93.91304347826087,20.716357270681975
95.21739130434783,21.046993747173
96.52173913043478,21.174332622120087
97.82608695652173,21.4080215484543
99.1304347826087,21.56732476477897
100.43478260869566,21.785871284903806
101.73913043478261,22.154327993985575
103.04347826086956,22.7697734976799
104.34782608695652,23.39934593932555
105.65217391304348,23.738741333799894
106.95652173913044,23.838799657146126
108.26086956521739,24.18806470903494
109.56521739130434,24.511756093433064
110.86956521739131,24.828084750162674
112.17391304347827,25.33119778950221
113.47826086956522,25.631619615709795
114.78260869565217,25.905841251909553
116.08695652173913,26.292146994292676
117.3913043478261,26.954538825653643
118.69565217391305,27.29398073736199
120.0,27.447278607494482
121.30434782608695,27.670630884163415
122.60869565217392,28.32929047335709
123.91304347826087,28.791443375627676
125.21739130434783,29.30166886613519
126.52173913043478,29.719204675785633
127.82608695652173,29.982059823393612
129.1304347826087,30.47411798249421
130.43478260869566,30.784114411412908
131.73913043478262,31.571994414299027
133.04347826086956,32.23672737861199
134.34782608695653,32.58349719663915
135.6521739130435,33.00494708613178
136.95652173913044,33.78366190239675
138.26086956521738,34.25970881861868
139.56521739130434,34.78230417720117
140.8695652173913,35.61885423306329
142.17391304347825,36.402716445242035
143.47826086956522,36.36764067578588
144.7826086956522,36.92407850345006
146.08695652173913,37.577751667361184
147.3913043478261,37.93240673348293
148.69565217391306,38.45400248714757
150.0,38.98367768380522
151.30434782608694,39.82240047976373
152.60869565217394,40.70091183436229
153.91304347826087,41.30543947665649
155.2173913043478,41.92072359623281
156.52173913043478,43.26902126555454
157.82608695652175,43.68089438401182
159.1304347826087,44.51579196171984
160.43478260869566,45.029125457749586
161.73913043478262,45.96894197911132
163.04347826086956,46.83491202180133
164.34782608695653,47.80159934236222
165.65217391304347,48.97066126367494
166.95652173913044,49.46832923154805
168.2608695652174,49.94595809600556
169.56521739130434,51.18465446415218
170.8695652173913,52.079085885533495
172.17391304347825,53.7602445819841
173.47826086956522,54.90349840398249
174.7826086956522,56.12663887121389
176.08695652173913,57.32436884617287
177.3913043478261,58.72502608231635
178.69565217391303,59.76439512719847
180.0,60.97368320284653
181.30434782608697,62.24316712241151
182.6086956521739,63.330128593612415
183.91304347826087,64.67635033061023
185.21739130434784,66.33812363622675
186.52173913043478,67.70715069007835
187.82608695652175,68.86086588720462
189.1304347826087,69.7802971104724
190.43478260869566,70.7883668135322
191.73913043478262,71.54186033006646
193.04347826086956,72.54463080321443
194.34782608695653,73.71940089340012
195.65217391304347,74.27725053220621
196.95652173913044,75.69457638995705
198.2608695652174,76.14825195441654
199.56521739130434,76.60241733274789
200.8695652173913,77.33664530039896
202.17391304347825,78.45850378676104
203.47826086956522,78.86417132628802
204.7826086956522,79.4468206703572
206.08695652173913,80.27582917013105
207.3913043478261,80.74341787706297
208.69565217391303,80.77598379344664
210.0,80.91322398645957
211.30434782608697,80.9346321594289
212.6086956521739,81.39571602248871
213.91304347826087,81.82135215308581
215.21739130434784,82.38795366455645
216.52173913043478,82.66313133372495
217.82608695652175,82.93821558584119
219.1304347826087,83.40344037677485
220.43478260869566,83.59871896771219
221.73913043478262,83.91939329907353
223.04347826086956,83.7008494926382
224.34782608695653,83.486513127772
225.65217391304347,84.22913846624226
226.95652173913044,84.10019724066856
228.2608695652174,83.90152258630417
229.56521739130434,83.88390428730322
230.8695652173913,83.98633628418816
232.17391304347825,83.93191254970431
233.47826086956522,83.88697622899289
234.7826086956522,83.90445518403033
236.08695652173913,84.04314244798573
237.3913043478261,83.5902510011287
238.69565217391306,83.48759592706678
240.0,83.47271302148798
241.30434782608697,82.98976386258279
242.6086956521739,82.859090883695
243.91304347826087,82.82459865195545
245.21739130434784,82.33771544534315
246.52173913043478,82.10618788681607
247.82608695652175,82.14718788338615
249.1304347826087,81.96753199392771
250.43478260869566,82.00880796534632
251.73913043478262,81.67722976169806
253.04347826086956,81.61078686012175
254.34782608695653,81.30502505085994
255.65217391304347,81.10656699317829
256.95652173913044,81.00195875372552
258.2608695652174,80.63614138412657
259.5652173913044,80.34011003408528
260.8695652173913,80.03236136190792
262.17391304347825,79.7755800698626
263.47826086956525,79.72152100470811
264.7826086956522,79.56924389549658
266.0869565217391,79.23141885533389
267.3913043478261,78.88571516228183
