,model_type,iteration,alignment_edit_distance_rate,phoneme_l1_distance
220,flowtron_CTC_guided,190000,58.41849849550046,2.7731598829294253
231,flowtron_CTC_guided,192000,61.9561132663236,4.13419300230606
181,flowtron_CTC_guided,194000,58.30594491661414,2.7138201918307927
200,flowtron_CTC_guided,196000,59.32841097894872,2.9563378758681345
156,flowtron_CTC_guided,198000,59.11562511726028,2.742162750712357
163,flowtron_CTC_guided,200000,57.68719986575151,2.7101470336240387
180,flowtron_CTC_guided,202000,60.203847160154545,3.1280596361317867
131,flowtron_CTC_guided,204000,63.29900764010639,4.416538525341767
140,flowtron_CTC_guided,206000,58.578611972208726,2.8219666113940156
214,flowtron_CTC_guided,208000,58.75519611915887,2.764090826185885
149,flowtron_CTC_guided,210000,59.01619976137105,2.7515996609556392
133,flowtron_CTC_guided,212000,58.29442988895879,2.8897488159846576
175,flowtron_CTC_guided,214000,59.14111905402933,2.738160553002335
158,flowtron_CTC_guided,216000,59.31475906074646,2.743569090274265
198,flowtron_CTC_guided,218000,59.22269784653541,2.7909303724915415
188,flowtron_CTC_guided,220000,59.20223554505382,2.658300380559108
208,flowtron_CTC_guided,222000,59.25562258968684,2.7489869058267513
227,flowtron_CTC_guided,224000,58.94918032812004,2.8108973879784105
238,flowtron_CTC_guided,226000,58.61754219789607,2.73196880399352
